run_name,lr,weight_decay,dilation_stage3,blocks_per_stage,train_loss,train_acc,val_loss,val_acc,best_val_acc,best_val_loss
refined_grid_lr=0.0003_wd=1e-05_dil=2_blk=3,0.0003,1e-05,2,3,0.30060245812408565,0.9008981299212598,0.24578470377361072,0.9164215686274509,0.9164215686274509,0.24578470377361072
refined_grid_lr=0.0007_wd=1e-05_dil=2_blk=3,0.0007,1e-05,2,3,0.32922770223748965,0.8858882874015748,0.26342755310675675,0.913235294117647,0.913235294117647,0.26342755310675675
refined_grid_lr=0.0007_wd=5e-06_dil=2_blk=3,0.0007,5e-06,2,3,0.32871113139696007,0.8878567913385826,0.2776032831738977,0.9090073529411765,0.9090073529411765,0.2776032831738977
refined_grid_lr=0.0003_wd=5e-06_dil=2_blk=3,0.0003,5e-06,2,3,0.3030390876719332,0.897699311023622,0.3374891331967185,0.8748161764705882,0.907781862745098,0.27366023817483115
refined_grid_lr=0.0005_wd=1e-05_dil=2_blk=3,0.0005,1e-05,2,3,0.30395107554990475,0.8962844488188977,0.31453134899630264,0.8888480392156862,0.9052083333333333,0.27461489877280065
refined_grid_lr=0.0005_wd=5e-06_dil=2_blk=3,0.0005,5e-06,2,3,0.3020033066080311,0.8973302165354331,0.28001878805020275,0.9006127450980391,0.9006127450980391,0.28001878805020275
refined_grid_lr=0.0003_wd=2e-05_dil=2_blk=3,0.0003,2e-05,2,3,0.3032975445875502,0.8976377952755905,0.295990104359739,0.8981617647058824,0.9,0.29229223097071927
refined_grid_lr=0.0005_wd=2e-05_dil=2_blk=3,0.0005,2e-05,2,3,0.2972403760618112,0.8977608267716536,0.3098779748467838,0.8955882352941177,0.8955882352941177,0.3098779748467838
refined_grid_lr=0.0007_wd=2e-05_dil=2_blk=3,0.0007,2e-05,2,3,0.31635881074535566,0.89185531496063,0.31061110917259666,0.8924019607843138,0.8924019607843138,0.31061110917259666
